Unique_ID,CompetitionFY,Institution,Total_Amount,Program_Name,Program_Type,Title,Main_Discipline,Area_of_Research
534565-2019,2019,Université du Québec à Trois-Rivières,35000.0,,Research Training and Talent Development,Caractérisation du couplage neurovasculaire de la moelle épinière du rat,Energy resources,Animal biology
534996-2019,2019,University of Victoria,35000.0,,Research Training and Talent Development,Catalytic Activation of Main Group Substrates - A Versatile Route to New Inorganic Polymeric Materials,Manufacturing processes and products,Polymer chemistry
534701-2019,2019,University of Toronto,35000.0,,Research Training and Talent Development,Certifiably Correct Algorithms for Safe and Efficient Robotic Perception and Estimation,Transportation systems and services,Robotics
535175-2019,2019,Université Laval,35000.0,,Research Training and Talent Development,Champs électromagnétiques extrêmes: génération et interactions,Energy resources,Physics
534875-2019,2019,University of Waterloo,35000.0,,Research Training and Talent Development,Characterization of Adhesives in Multi-Material Vehicle Structures for Automotive Crashworthiness,Manufacturing processes and products,Mechanical engineering
534621-2019,2019,University of Alberta,35000.0,,Research Training and Talent Development,Characterization of receptor interactions for Stenotrophomonas maltophilia pili-specific bacteriophages,"Health, education and social services",Molecular biology
534434-2019,2019,University of Toronto,35000.0,,Research Training and Talent Development,Characterization of Silicon Sensor Technology for ATLAS's Inner Tracker Upgrade and Searches for Associated Higgs Boson Production at the Large Hadron Collider,Information and communication services,Physics
535659-2019,2019,Laurentian University of Sudbury,35000.0,,Research Training and Talent Development,Characterizing biochemical adaptation to nutrient stress in microbial systems,Northern development,Biochemistry
535262-2019,2019,University of Ottawa,35000.0,,Research Training and Talent Development,Characterizing Seismicity of the Cascadia Subduction Megathrust Fault by Applying Statistical Learning to Ocean-Bottom Seismic Data,"Construction, urban and rural planning",Geophysics
534261-2019,2019,McMaster University,35000.0,,Research Training and Talent Development,Characterizing the role of extracellular vesicles in microbe-host communication,Agriculture and primary food production,Microbiology
535291-2019,2019,University of Ottawa,35000.0,,Research Training and Talent Development,Co-evolution between gene features and translation machinery in bacteria.,Agriculture and primary food production,Molecular biology
RGPIN-2019-03954,2019,University of Calgary,21000.0,,Discovery Research,Arrangements of Convex Bodies - the Discrete Geometric Side,Transportation systems and services,Pure mathematics
534983-2019,2019,University of Waterloo,35000.0,,Research Training and Talent Development,Compact Born Manifolds,Manufacturing processes and products,Pure mathematics
534184-2019,2019,McGill University,35000.0,,Research Training and Talent Development,Comparison of novel noninvasive and conventional methods to measure primary stability and osseointegration of bone anchored hearing implants,"Health, education and social services",Biomedical engineering
534944-2019,2019,University of Waterloo,35000.0,,Research Training and Talent Development,Complexity of Colouring Graphs with Forbidden Subgraphs,Information and communication services,Pure mathematics
534801-2019,2019,University of Waterloo,35000.0,,Research Training and Talent Development,Complexity of reconfiguration problems,Information and communication services,Pure mathematics
534625-2019,2019,Université de Montréal,35000.0,,Research Training and Talent Development,Computational analysis of the semantic content of speech in aging populations,"Health, education and social services",Psychology
534499-2019,2019,Université de Sherbrooke,35000.0,,Research Training and Talent Development,Conception d'un prototype de tomodensitomètre à temps de vol.,Manufacturing processes and products,Electrical and electronic engineering
534456-2019,2019,École Polytechnique de Montréal,35000.0,,Research Training and Talent Development,Conception et fabrication d'affichages chimiques reconfigurables pour l'automatisation de tests biomédicaux,Manufacturing processes and products,Biomedical engineering
534806-2019,2019,Dalhousie University,35000.0,,Research Training and Talent Development,Conservation in the city: The role of urban areas in contributing to biodiversity conservation,Environment,Evolution and ecology
535260-2019,2019,University of Alberta,35000.0,,Research Training and Talent Development,Constraining the absolute Martian timescale via in-situ secondary ion mass spectrometry (SIMS) uranium-lead baddeleyite geochronology of Martian meteorites,Transportation systems and services,Geochemistry and geochronology
535560-2019,2019,University of British Columbia,35000.0,,Research Training and Talent Development,Constructing Rigid Frameworks with High Girth,Information and communication services,Pure mathematics
534874-2019,2019,École Polytechnique de Montréal,35000.0,,Research Training and Talent Development,Contrôle d'un bras robotique d'assistance par suivi du regard et vision intelligente,Manufacturing processes and products,Mechanical engineering
534655-2019,2019,University of Toronto,35000.0,,Research Training and Talent Development,Converter Technologies for Enabling Future Interconnected DC Grids,Energy resources,Electrical and electronic engineering
534638-2019,2019,Université Laval,35000.0,,Research Training and Talent Development,Corrélats comportementaux et cérébraux de l'effet d'avatars empathiques sur la douleur perçue,"Health, education and social services",Psychology
534851-2019,2019,Université Laval,35000.0,,Research Training and Talent Development,Corrélats psychophysiologiques du décodage de l'expression faciale de la douleur combinée à celle d'émotions,Environment,Psychology
534487-2019,2019,University of Toronto,35000.0,,Research Training and Talent Development,Deep-knowledge-based automated planning for efficient radiation therapy,Transportation systems and services,Physics
534512-2019,2019,University of Ottawa,35000.0,,Research Training and Talent Development,Demande de bourses d'études supérieures du CRSNG - doctorat (ES D),The socioeconomic objective available,Evolution and ecology
534452-2019,2019,University of British Columbia,35000.0,,Research Training and Talent Development,Demographic and non-climatic factors as controls on upper and lower tree ranges,Natural resources (economic aspects),Evolution and ecology
535639-2019,2019,Wilfrid Laurier University,35000.0,,Research Training and Talent Development,Design and Synthesis of New Supramolecular Materials,Transportation systems and services,Organic chemistry
534346-2019,2019,Carleton University,35000.0,,Research Training and Talent Development,Design and testing of a novel rotary-wing unmanned aerial system for magnetic surveying,Manufacturing processes and products,Geophysics
